step,homeostasis,conflict_rate,food_concentration,nutrition_gap,social_resonance,source
245000,0.5714285969734192,0.7833333611488342,0.16330772638320923,0.0,0.13487260043621063,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000245000.json
250000,0.5714285969734192,0.7833333611488342,0.16321097314357758,0.0,0.15335677564144135,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000250000.json
255000,0.5714285969734192,0.7750000357627869,0.1633538454771042,0.0,0.17079538106918335,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000255000.json
260000,0.5714285969734192,0.6833333969116211,0.16358503699302673,0.0,0.13923001289367676,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000260000.json
265000,0.5714285969734192,0.675000011920929,0.16386185586452484,0.0,0.1453218162059784,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000265000.json
270000,0.5714285969734192,0.675000011920929,0.16421860456466675,0.0,0.15306153893470764,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000270000.json
275000,0.5714285969734192,0.675000011920929,0.1646946519613266,0.0,0.16501227021217346,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000275000.json
280000,0.5714285969734192,0.675000011920929,0.1650744527578354,0.0,0.127898707985878,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000280000.json
285000,0.5714285969734192,0.675000011920929,0.16560758650302887,0.0,0.14114660024642944,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000285000.json
290000,0.5714285969734192,0.675000011920929,0.16590538620948792,0.0,0.1502968966960907,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000290000.json
295000,0.5714285969734192,0.6916667222976685,0.16642554104328156,0.0,0.12326430529356003,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000295000.json
300000,0.5714285969734192,0.6916667222976685,0.1665298193693161,0.0,0.12279902398586273,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000300000.json
305000,0.5714285969734192,0.675000011920929,0.16651523113250732,0.0,0.13594624400138855,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000305000.json
310000,0.5714285969734192,0.6666666865348816,0.16672541201114655,0.0,0.14474377036094666,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000310000.json
315000,0.5714285969734192,0.6666666865348816,0.16658945381641388,0.0,0.12232120335102081,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000315000.json
320000,0.5714285969734192,0.6666666865348816,0.1665862798690796,0.0,0.12863671779632568,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000320000.json
325000,0.5714285969734192,0.6583333611488342,0.16636762022972107,0.0,0.14050011336803436,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000325000.json
330000,0.5714285969734192,0.6583333611488342,0.16618536412715912,0.0,0.1599673330783844,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000330000.json
335000,0.5714285969734192,0.7666667103767395,0.16592653095722198,0.0,0.12598581612110138,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000335000.json
340000,0.5714285969734192,0.7750000357627869,0.16545964777469635,0.0,0.14228245615959167,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000340000.json
345000,0.5714285969734192,0.7750000357627869,0.16531483829021454,0.0,0.15299278497695923,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000345000.json
350000,0.5714285969734192,0.7750000357627869,0.1649760603904724,0.0,0.12873342633247375,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000350000.json
355000,0.5714285969734192,0.6916667222976685,0.16496124863624573,0.0,0.13884246349334717,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000355000.json
360000,0.5714285969734192,0.675000011920929,0.16508476436138153,0.0,0.14430847764015198,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000360000.json
365000,0.5714285969734192,0.675000011920929,0.16521179676055908,0.0,0.1610652357339859,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000365000.json
370000,0.5714285969734192,0.675000011920929,0.16535529494285583,0.0,0.13239948451519012,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000370000.json
375000,0.5714285969734192,0.675000011920929,0.1655663102865219,0.0,0.13479837775230408,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000375000.json
380000,0.5714285969734192,0.6666666865348816,0.16580960154533386,0.0,0.14558956027030945,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000380000.json
385000,0.5714285969734192,0.6666666865348816,0.1660597026348114,0.0,0.15930145978927612,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000385000.json
390000,0.5714285969734192,0.6666666865348816,0.16608597338199615,0.0,0.13208982348442078,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000390000.json
395000,0.5714285969734192,0.6666666865348816,0.16630370914936066,0.0,0.1409579962491989,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000395000.json
400000,0.5714285969734192,0.6666666865348816,0.16667337715625763,0.0,0.1453268676996231,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000400000.json
405000,0.5714285969734192,0.6583333611488342,0.16671550273895264,0.0,0.12147273868322372,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000405000.json
410000,0.5714285969734192,0.6666666865348816,0.16663479804992676,0.0,0.12465004622936249,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000410000.json
415000,0.5714285969734192,0.6666666865348816,0.16681459546089172,0.0,0.13327954709529877,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000415000.json
420000,0.5714285969734192,0.6666666865348816,0.16686372458934784,0.0,0.14858323335647583,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000420000.json
425000,0.5714285969734192,0.6666666865348816,0.1666131466627121,0.0,0.12263569235801697,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000425000.json
430000,0.5714285969734192,0.6666666865348816,0.16637177765369415,0.0,0.13099737465381622,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000430000.json
435000,0.5714285969734192,0.7750000357627869,0.16622330248355865,0.0,0.14499306678771973,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000435000.json
440000,0.5714285969734192,0.7750000357627869,0.16585466265678406,0.0,0.15963107347488403,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000440000.json
445000,0.5714285969734192,0.7750000357627869,0.16554321348667145,0.0,0.1310206651687622,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000445000.json
450000,0.5714285969734192,0.7750000357627869,0.1651686728000641,0.0,0.14510144293308258,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000450000.json
455000,0.5714285969734192,0.675000011920929,0.16525325179100037,0.0,0.15516066551208496,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000455000.json
460000,0.5714285969734192,0.6666666865348816,0.16513203084468842,0.0,0.13233493268489838,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000460000.json
465000,0.5714285969734192,0.6666666865348816,0.16520622372627258,0.0,0.13138043880462646,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000465000.json
470000,0.5714285969734192,0.6666666865348816,0.16541531682014465,0.0,0.1458057016134262,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000470000.json
475000,0.5714285969734192,0.6666666865348816,0.1655610054731369,0.0,0.1550477147102356,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000475000.json
480000,0.5714285969734192,0.6666666865348816,0.16593483090400696,0.0,0.12780924141407013,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000480000.json
485000,0.5714285969734192,0.6666666865348816,0.16623923182487488,0.0,0.1322142630815506,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000485000.json
490000,0.5714285969734192,0.6666666865348816,0.1664932519197464,0.0,0.14683979749679565,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000490000.json
495000,0.5714285969734192,0.6583333611488342,0.1667971909046173,0.0,0.153718501329422,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000495000.json
500000,0.5714285969734192,0.6583333611488342,0.16712580621242523,0.0,0.13212333619594574,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000500000.json
505000,0.5714285969734192,0.6583333611488342,0.16730590164661407,0.0,0.13394507765769958,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000505000.json
510000,0.5714285969734192,0.6583333611488342,0.16763705015182495,0.0,0.14668390154838562,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000510000.json
515000,0.5714285969734192,0.6583333611488342,0.16756965219974518,0.0,0.12326185405254364,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000515000.json
520000,0.5714285969734192,0.6583333611488342,0.16747117042541504,0.0,0.11766476929187775,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000520000.json
525000,0.5714285969734192,0.6583333611488342,0.1673044115304947,0.0,0.1321946382522583,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000525000.json
530000,0.5714285969734192,0.7666667103767395,0.16699154675006866,0.0,0.1473398357629776,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000530000.json
535000,0.5714285969734192,0.7750000357627869,0.1667395681142807,0.0,0.11875275522470474,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000535000.json
540000,0.5714285969734192,0.7750000357627869,0.16613027453422546,0.0,0.1270921379327774,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000540000.json
545000,0.5714285969734192,0.7750000357627869,0.16588568687438965,0.0,0.14548128843307495,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000545000.json
550000,0.5714285969734192,0.7750000357627869,0.1650475561618805,0.0,0.16206514835357666,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000550000.json
555000,0.5714285969734192,0.6666666865348816,0.16486074030399323,0.0,0.13124942779541016,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000555000.json
560000,0.5714285969734192,0.6666666865348816,0.16501277685165405,0.0,0.14958348870277405,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000560000.json
565000,0.5714285969734192,0.675000011920929,0.16542059183120728,0.0,0.15712153911590576,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000565000.json
570000,0.5714285969734192,0.6666666865348816,0.16567784547805786,0.0,0.12992174923419952,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000570000.json
575000,0.5714285969734192,0.6666666865348816,0.16603027284145355,0.0,0.1301603466272354,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000575000.json
580000,0.5714285969734192,0.6666666865348816,0.16641642153263092,0.0,0.14122429490089417,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000580000.json
585000,0.5714285969734192,0.6583333611488342,0.16677908599376678,0.0,0.15055586397647858,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000585000.json
590000,0.5714285969734192,0.6666666865348816,0.16724103689193726,0.0,0.12386047840118408,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000590000.json
595000,0.5714285969734192,0.6666666865348816,0.16762669384479523,0.0,0.1273055374622345,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000595000.json
600000,0.5714285969734192,0.6666666865348816,0.16769395768642426,0.0,0.1398116946220398,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000600000.json
605000,0.5714285969734192,0.6666666865348816,0.1676936000585556,0.0,0.15058299899101257,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000605000.json
610000,0.5714285969734192,0.6666666865348816,0.16761115193367004,0.0,0.11635664105415344,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000610000.json
615000,0.5714285969734192,0.6583333611488342,0.16753825545310974,0.0,0.1258969008922577,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000615000.json
620000,0.5714285969734192,0.7750000357627869,0.1672818809747696,0.0,0.14064103364944458,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000620000.json
625000,0.5714285969734192,0.7750000357627869,0.1667894423007965,0.0,0.11595501005649567,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000625000.json
630000,0.5714285969734192,0.7750000357627869,0.16657960414886475,0.0,0.11884152144193649,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000630000.json
635000,0.5714285969734192,0.7750000357627869,0.16614310443401337,0.0,0.13322454690933228,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000635000.json
640000,0.5714285969734192,0.7750000357627869,0.1656811237335205,0.0,0.15050816535949707,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000640000.json
645000,0.5714285969734192,0.7750000357627869,0.16544607281684875,0.0,0.13031168282032013,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000645000.json
650000,0.5714285969734192,0.6666666865348816,0.16512829065322876,0.0,0.13704299926757812,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000650000.json
655000,0.5714285969734192,0.6666666865348816,0.1651422083377838,0.0,0.1526944488286972,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000655000.json
660000,0.5714285969734192,0.6666666865348816,0.16524919867515564,0.0,0.16383081674575806,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000660000.json
665000,0.5714285969734192,0.675000011920929,0.16544727981090546,0.0,0.12634815275669098,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000665000.json
670000,0.5714285969734192,0.6666666865348816,0.16577161848545074,0.0,0.14188586175441742,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000670000.json
675000,0.5714285969734192,0.6666666865348816,0.16621187329292297,0.0,0.1499699354171753,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000675000.json
680000,0.5714285969734192,0.6666666865348816,0.16653569042682648,0.0,0.12775686383247375,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000680000.json
685000,0.5714285969734192,0.6666666865348816,0.1669779121875763,0.0,0.12636102735996246,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000685000.json
690000,0.5714285969734192,0.6583333611488342,0.1672697514295578,0.0,0.13953496515750885,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000690000.json
695000,0.5714285969734192,0.6583333611488342,0.16743203997612,0.0,0.15000632405281067,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000695000.json
700000,0.5714285969734192,0.6583333611488342,0.1676231026649475,0.0,0.12391149997711182,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000700000.json
705000,0.5714285969734192,0.6583333611488342,0.16772814095020294,0.0,0.12345001101493835,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000705000.json
710000,0.5714285969734192,0.6583333611488342,0.16765747964382172,0.0,0.13888093829154968,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000710000.json
715000,0.5714285969734192,0.6583333611488342,0.16756615042686462,0.0,0.150368332862854,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000715000.json
720000,0.5714285969734192,0.7666667103767395,0.1673111468553543,0.0,0.11700133979320526,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000720000.json
725000,0.5714285969734192,0.7666667103767395,0.16710315644741058,0.0,0.12867839634418488,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000725000.json
730000,0.5714285969734192,0.7666667103767395,0.16679567098617554,0.0,0.14085716009140015,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000730000.json
735000,0.5714285969734192,0.7750000357627869,0.1664934605360031,0.0,0.11950764805078506,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000735000.json
740000,0.5714285969734192,0.6666666865348816,0.16606128215789795,0.0,0.12977024912834167,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000740000.json
745000,0.5714285969734192,0.675000011920929,0.16611641645431519,0.0,0.1382020264863968,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000745000.json
750000,0.5714285969734192,0.675000011920929,0.1660362035036087,0.0,0.1547616422176361,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000750000.json
755000,0.5714285969734192,0.675000011920929,0.16634336113929749,0.0,0.11878009885549545,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000755000.json
760000,0.5714285969734192,0.675000011920929,0.16623595356941223,0.0,0.13033898174762726,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000760000.json
765000,0.5714285969734192,0.6666666865348816,0.16647902131080627,0.0,0.1408504694700241,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000765000.json
770000,0.5714285969734192,0.6666666865348816,0.1666966676712036,0.0,0.15559616684913635,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000770000.json
775000,0.5714285969734192,0.6666666865348816,0.1668582558631897,0.0,0.12215478718280792,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000775000.json
780000,0.5714285969734192,0.6666666865348816,0.1671602576971054,0.0,0.13823044300079346,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000780000.json
785000,0.5714285969734192,0.6666666865348816,0.16748924553394318,0.0,0.1503811776638031,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000785000.json
790000,0.5714285969734192,0.6583333611488342,0.16765376925468445,0.0,0.12140212208032608,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000790000.json
795000,0.5714285969734192,0.6583333611488342,0.1677868515253067,0.0,0.12576565146446228,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000795000.json
800000,0.5714285969734192,0.6583333611488342,0.16781944036483765,0.0,0.1334456503391266,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000800000.json
805000,0.5714285969734192,0.6583333611488342,0.16773799061775208,0.0,0.14711561799049377,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000805000.json
810000,0.5714285969734192,0.6583333611488342,0.16760343313217163,0.0,0.11780619621276855,3_16175befdc7f48b28a58348de2f1d87e_artifacts_day_reports_day_block_000810000.json
